Tiempo, N_Partida, Cant_Palabras, Evento, User, Genero, Edad, Estado, Palabra, Nivel

1624654523,Partida n,6.0,Inicio_Partida,Day,Femenino,27,-,-,Facil
1624654524,Partida n,6.0,Primera_Ficha,Day,Femenino,27,Primera,Poni,Facil
1624654525,Partida n,6.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Poni,Facil
1624654525,Partida n,6.0,Primera_Ficha,Day,Femenino,27,Primera,Ternero,Facil
1624654527,Partida n,6.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Ternero,Facil
1624654527,Partida n,6.0,Primera_Ficha,Day,Femenino,27,Primera,Bufalo,Facil
1624654529,Partida n,6.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Bufalo,Facil
1624654529,Partida n,6.0,Primera_Ficha,Day,Femenino,27,Primera,Ternero,Facil
1624654531,Partida n,6.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Ternero,Facil
1624654531,Partida n,6.0,Primera_Ficha,Day,Femenino,27,Primera,Yaguarete,Facil
1624654533,Partida n,6.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Yaguarete,Facil
1624654533,Partida n,6.0,Primera_Ficha,Day,Femenino,27,Primera,Ternero,Facil
1624654535,Partida n,6.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Ternero,Facil
1624654535,Partida n,6.0,Primera_Ficha,Day,Femenino,27,Primera,Yaguarete,Facil
1624654537,Partida n,6.0,Fin_Partida,Day,Femenino,27,Cancelada,-,Facil
1624654544,Partida n,12.0,Inicio_Partida,Day,Femenino,27,-,-,Facil
1624654545,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Chimpance,Facil
1624654546,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Chimpance,Facil
1624654546,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Tapir,Facil
1624654548,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Tapir,Facil
1624654548,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Medusa,Facil
1624654550,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Medusa,Facil
1624654550,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Nutria,Facil
1624654551,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Nutria,Facil
1624654551,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Gato,Facil
1624654553,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Gato,Facil
1624654554,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Tortuga,Facil
1624654555,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Tortuga,Facil
1624654555,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Pulpo,Facil
1624654557,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Pulpo,Facil
1624654557,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Rana,Facil
1624654559,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Rana,Facil
1624654560,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Medusa,Facil
1624654562,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Medusa,Facil
1624654563,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Gato,Facil
1624654565,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Gato,Facil
1624654566,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Chimpance,Facil
1624654566,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Chimpance,Facil
1624654567,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Rana,Facil
1624654570,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Rana,Facil
1624654570,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Gato,Facil
1624654572,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Gato,Facil
1624654572,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Gato,Facil
1624654573,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Gato,Facil
1624654573,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Antilope,Facil
1624654575,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Antilope,Facil
1624654575,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Caballo_de_Mar,Facil
1624654576,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Caballo_de_Mar,Facil
1624654576,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Cangrejo,Facil
1624654579,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Cangrejo,Facil
1624654579,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Rana,Facil
1624654581,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Rana,Facil
1624654582,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Pulpo,Facil
1624654582,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Pulpo,Facil
1624654584,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Medusa,Facil
1624654585,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Medusa,Facil
1624654585,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Bufalo,Facil
1624654588,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Bufalo,Facil
1624654588,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Antilope,Facil
1624654590,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Antilope,Facil
1624654591,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Cangrejo,Facil
1624654591,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Cangrejo,Facil
1624654593,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Bufalo,Facil
1624654595,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Bufalo,Facil
1624654595,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Bufalo,Facil
1624654596,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Bufalo,Facil
1624654596,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Tapir,Facil
1624654598,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Tapir,Facil
1624654599,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Rana,Facil
1624654599,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Rana,Facil
1624654600,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Antilope,Facil
1624654600,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Antilope,Facil
1624654602,Partida n,12.0,Fin_Partida,Day,Femenino,27,Ganada,Antilope,Facil
1624654614,Partida n,12.0,Inicio_Partida,Day,Femenino,27,-,-,Facil
1624654695,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Liebre,Facil
1624654697,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Liebre,Facil
1624654713,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Salamandra,Facil
1624654714,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Salamandra,Facil
1624654715,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Murcielago,Facil
1624654716,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Murcielago,Facil
1624654716,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Luciernaga,Facil
1624654717,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Luciernaga,Facil
1624654718,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Polilla,Facil
1624654720,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Polilla,Facil
1624654720,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Mantis,Facil
1624654721,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Mantis,Facil
1624654721,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Chimpance,Facil
1624654723,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Chimpance,Facil
1624654723,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Mapache,Facil
1624654725,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Mapache,Facil
1624654726,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Polilla,Facil
1624654728,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Polilla,Facil
1624654728,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Murcielago,Facil
1624654729,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Murcielago,Facil
1624654730,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Mantis,Facil
1624654732,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Mantis,Facil
1624654733,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Mantis,Facil
1624654734,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Mantis,Facil
1624654736,Partida n,12.0,Fin_Partida,Day,Femenino,27,Sin_Tiempo,Mantis,Facil
1624656592,Partida n,12.0,Inicio_Partida,Day,Femenino,27,-,-,Facil
1624656592,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Escarabajo,Facil
1624656593,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Escarabajo,Facil
1624656594,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Arenque,Facil
1624656595,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Arenque,Facil
1624656596,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Lince,Facil
1624656597,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Lince,Facil
1624656597,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Girafa,Facil
1624656598,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Girafa,Facil
1624656599,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Anchoa,Facil
1624656601,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Anchoa,Facil
1624656601,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Lince,Facil
1624656601,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Lince,Facil
1624656602,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Pajaro_Carpintero,Facil
1624656603,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Pajaro_Carpintero,Facil
1624656603,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Langosta,Facil
1624656605,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Langosta,Facil
1624656605,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Gusano,Facil
1624656607,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Gusano,Facil
1624656607,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Gusano,Facil
1624656610,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Gusano,Facil
1624656610,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Anchoa,Facil
1624656612,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Anchoa,Facil
1624656612,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Arenque,Facil
1624656613,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Arenque,Facil
1624656614,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Pajaro_Carpintero,Facil
1624656616,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Pajaro_Carpintero,Facil
1624656617,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Anchoa,Facil
1624656619,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Anchoa,Facil
1624656619,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Atun,Facil
1624656619,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Atun,Facil
1624656620,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Langosta,Facil
1624656622,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Langosta,Facil
1624656622,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Gusano,Facil
1624656624,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Gusano,Facil
1624656624,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Avispa,Facil
1624656626,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Avispa,Facil
1624656626,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Camaleon,Facil
1624656627,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Camaleon,Facil
1624656628,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Pajaro_Carpintero,Facil
1624656629,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Pajaro_Carpintero,Facil
1624656630,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Gusano,Facil
1624656632,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Gusano,Facil
1624656632,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Avispa,Facil
1624656634,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Avispa,Facil
1624656634,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Gusano,Facil
1624656634,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Gusano,Facil
1624656635,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Avispa,Facil
1624656637,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Avispa,Facil
1624656637,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Avispa,Facil
1624656638,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Avispa,Facil
1624656638,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Venado,Facil
1624656640,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Venado,Facil
1624656641,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Langosta,Facil
1624656643,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Langosta,Facil
1624656643,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Anchoa,Facil
1624656644,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Anchoa,Facil
1624656644,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Venado,Facil
1624656645,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Venado,Facil
1624656646,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Langosta,Facil
1624656646,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Langosta,Facil
1624656647,Partida n,12.0,Fin_Partida,Day,Femenino,27,Ganada,Langosta,Facil
1624657406,Partida n,12.0,Inicio_Partida,Hilario,Masculino,18,-,-,Facil
1624657407,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cucaracha,Facil
1624657408,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Cucaracha,Facil
1624657408,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Gusano,Facil
1624657408,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Gusano,Facil
1624657409,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cucaracha,Facil
1624657410,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Cucaracha,Facil
1624657411,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bagre,Facil
1624657412,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Bagre,Facil
1624657412,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Antilope,Facil
1624657414,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Antilope,Facil
1624657414,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Arenque,Facil
1624657416,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Arenque,Facil
1624657417,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Medusa,Facil
1624657420,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Medusa,Facil
1624657420,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bagre,Facil
1624657420,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Bagre,Facil
1624657421,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mariquita,Facil
1624657423,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Mariquita,Facil
1624657423,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Antilope,Facil
1624657424,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Antilope,Facil
1624657424,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mariquita,Facil
1624657425,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Mariquita,Facil
1624657426,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Murcielago,Facil
1624657430,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Murcielago,Facil
1624657430,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Pez_Globo,Facil
1624657432,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Pez_Globo,Facil
1624657433,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Camaleon,Facil
1624657434,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Camaleon,Facil
1624657435,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cocodrilo,Facil
1624657437,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Cocodrilo,Facil
1624657437,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Arenque,Facil
1624657438,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Arenque,Facil
1624657438,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Pez_Globo,Facil
1624657439,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Pez_Globo,Facil
1624657440,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Murcielago,Facil
1624657441,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Murcielago,Facil
1624657442,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cocodrilo,Facil
1624657444,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Cocodrilo,Facil
1624657445,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Camaleon,Facil
1624657447,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Camaleon,Facil
1624657447,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Camaleon,Facil
1624657448,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Camaleon,Facil
1624657448,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mantarraya,Facil
1624657449,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Mantarraya,Facil
1624657450,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cocodrilo,Facil
1624657451,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Cocodrilo,Facil
1624657451,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Medusa,Facil
1624657452,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Medusa,Facil
1624657453,Partida n,12.0,Fin_Partida,Hilario,Masculino,18,Ganada,Medusa,Facil
1624657481,Partida n,12.0,Inicio_Partida,Maria,Otro,44,-,-,Facil
1624657482,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Rana.png,Facil
1624657483,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Rana.png,Facil
1624657484,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Libelula.png,Facil
1624657486,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Libelula.png,Facil
1624657486,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Rana.png,Facil
1624657487,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Rana.png,Facil
1624657488,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Ocelote.png,Facil
1624657489,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Ocelote.png,Facil
1624657489,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Cucaracha.png,Facil
1624657491,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Cucaracha.png,Facil
1624657491,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Calamar.png,Facil
1624657492,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Calamar.png,Facil
1624657492,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Arenque.png,Facil
1624657494,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Arenque.png,Facil
1624657494,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Cucaracha.png,Facil
1624657497,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Cucaracha.png,Facil
1624657497,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Libelula.png,Facil
1624657499,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Libelula.png,Facil
1624657499,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Ornitorrinco.png,Facil
1624657501,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Ornitorrinco.png,Facil
1624657501,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Arenque.png,Facil
1624657502,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Arenque.png,Facil
1624657502,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Sapo.png,Facil
1624657503,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Sapo.png,Facil
1624657503,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Avispa.png,Facil
1624657504,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Avispa.png,Facil
1624657505,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Ornitorrinco.png,Facil
1624657506,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Ornitorrinco.png,Facil
1624657507,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Luciernaga.png,Facil
1624657508,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Luciernaga.png,Facil
